TestIndex,UserAvgRating,BusinessAverageStars,NearestUserAverageStars,ReviewCategoryAverageStars,y
45602,3.41,4,4.00,4.148019,NULL
45603,5,4,4.00,4.148019,NULL
45604,2.77,4,4.00,4.148019,NULL
45605,4.36,4.5,4.50,4.760267,NULL
45606,4.11,4.5,4.50,4.760267,NULL
45607,3.62,3,3.00,2.367459,NULL
45608,3.19,4,4.00,4.148019,NULL
45609,3.62,4,4.00,4.148019,NULL
45610,3,4,4.00,4.148019,NULL
45611,4.07,4.5,4.50,4.760267,NULL
45612,3.82,4,4.00,4.148019,NULL
45613,3.85,3.5,3.50,3.355911,NULL
45614,1,3.5,3.50,3.355911,NULL
45615,4.95,4.5,4.50,4.760267,NULL
45616,3.93,4.5,4.50,4.760267,NULL
45617,3.54,4.5,4.50,4.760267,NULL
45618,4,4,4.00,4.148019,NULL
45619,3.73,4.5,4.50,4.760267,NULL
45620,4.53,3.5,3.50,3.355911,NULL
45621,3.12,4.5,4.50,4.760267,NULL
45622,3.78,4,4.00,4.148019,NULL
45623,4.11,4,4.00,4.148019,NULL
45624,3.92,4,4.00,4.148019,NULL
45625,3.71,4,4.00,4.148019,NULL
45626,3.62,3,3.00,2.367459,NULL
45627,2.67,4,4.00,4.148019,NULL
45628,4.19,3.5,3.50,3.355911,NULL
45629,2.59,4.5,4.50,4.760267,NULL
45630,4.57,4,4.00,4.148019,NULL
45631,4.18,4,4.00,4.148019,NULL
45632,3.57,3,3.00,2.367459,NULL
45633,4.11,4,4.00,4.148019,NULL
45634,4,3.5,3.50,3.355911,NULL
45635,3.27,2,2.00,1.396213,NULL
45636,3.77,4.5,4.50,4.760267,NULL
45637,2.77,4,4.00,4.148019,NULL
45638,5,4,4.00,4.148019,NULL
45639,2.85,4,4.00,4.148019,NULL
45640,3.5,3.5,3.50,3.355911,NULL
45641,3.85,4,4.00,4.148019,NULL
45642,3.13,4,4.00,4.148019,NULL
45643,2.5,4,4.00,4.148019,NULL
45644,3.75,3.5,3.50,3.355911,NULL
45645,3,4,4.00,4.148019,NULL
45646,3.32,4,4.00,4.148019,NULL
45647,2.22,4.5,4.50,4.760267,NULL
45648,3.5,3.5,3.50,3.355911,NULL
45649,3.32,4,4.00,4.148019,NULL
45650,3.93,4,4.00,4.148019,NULL
45651,4.5,4.5,4.50,4.760267,NULL
45652,3.36,4,4.00,4.148019,NULL
45653,3.71,4,4.00,4.148019,NULL
45654,3.36,4.5,4.50,4.760267,NULL
45655,3.65,4,4.00,4.148019,NULL
45656,3.73,3.5,3.50,3.355911,NULL
45657,4.2,3.5,3.50,3.355911,NULL
45658,3.94,4,4.00,4.148019,NULL
45659,3.17,4.5,4.50,4.760267,NULL
45660,3.37,4.5,4.50,4.760267,NULL
45661,4.55,4.5,4.50,4.760267,NULL
45662,4.29,4,4.00,4.148019,NULL
45663,3.65,4,4.00,4.148019,NULL
45664,4,3.5,3.50,3.355911,NULL
45665,2.62,4,4.00,4.148019,NULL
45666,4.12,4,4.00,4.148019,NULL
45667,4.21,4,4.00,4.148019,NULL
45668,2.8,3.5,3.50,3.355911,NULL
45669,3.56,4,4.00,4.148019,NULL
45670,4.16,4.5,4.50,4.760267,NULL
45671,3.8,4,4.00,4.148019,NULL
45672,2.33,4,4.00,4.148019,NULL
45673,3.8,4,4.00,4.148019,NULL
45674,3.81,3.5,3.50,3.355911,NULL
45675,3.49,4,4.00,4.148019,NULL
45676,3.1,3,3.00,2.367459,NULL
45677,3.76,3.5,3.50,3.355911,NULL
45678,4.33,4,4.00,4.148019,NULL
45679,3.85,3,3.00,2.367459,NULL
45680,4.6,3.5,3.50,3.355911,NULL
45681,4.81,4,4.00,4.148019,NULL
45682,3.53,4.5,4.50,4.760267,NULL
45683,5,4.5,4.50,4.760267,NULL
45684,3.64,4,4.00,4.148019,NULL
45685,4.35,4,4.00,4.148019,NULL
45686,3.87,4,4.00,4.148019,NULL
45687,3.97,4.5,4.50,4.760267,NULL
45688,4,4.5,4.50,4.760267,NULL
45689,4.78,4.5,4.50,4.760267,NULL
45690,3.71,4,4.00,4.148019,NULL
45691,3.47,4.5,4.50,4.760267,NULL
45692,3.62,2.5,2.50,1.685483,NULL
45693,3.67,4,4.00,4.148019,NULL
45694,3.82,4.5,4.50,4.760267,NULL
45695,3.89,4,4.00,4.148019,NULL
45696,3.63,4,4.00,4.148019,NULL
45697,3.41,3.5,3.50,3.355911,NULL
45698,3.73,4,4.00,4.148019,NULL
45699,4.2,4.5,4.50,4.760267,NULL
45700,5,4.5,4.50,4.760267,NULL
45701,4.05,4.5,4.50,4.760267,NULL
45702,3.47,4.5,4.50,4.760267,NULL
45703,3.88,4,4.00,4.148019,NULL
45704,3.23,4,4.00,4.148019,NULL
45705,4.24,3,3.00,2.367459,NULL
45706,4.24,4,4.00,4.148019,NULL
45707,4.43,4,4.00,4.148019,NULL
45708,4.24,4,4.00,4.148019,NULL
45709,3.93,4.5,4.50,4.760267,NULL
45710,3.7,4,4.00,4.148019,NULL
45711,4,3,3.00,2.367459,NULL
45712,3.77,4,4.00,4.148019,NULL
45713,3.99,3.5,3.50,3.355911,NULL
45714,4.09,4.5,4.50,4.760267,NULL
45715,3.05,3,3.00,2.367459,NULL
45716,4.65,4,4.00,4.148019,NULL
45717,4.53,4,4.00,4.148019,NULL
45718,3.5,4.5,4.50,4.760267,NULL
45719,3.58,4.5,4.50,4.760267,NULL
45720,3.63,4,4.00,4.148019,NULL
45721,3.64,4.5,4.50,4.760267,NULL
45722,3.92,3,3.00,2.367459,NULL
45723,4.2,3,3.00,2.367459,NULL
45724,4.22,3,3.00,2.367459,NULL
45725,4.1,4.5,4.50,4.760267,NULL
45726,4.26,4,4.00,4.148019,NULL
45727,4.1,4,4.00,4.148019,NULL
45728,4.21,4,4.00,4.148019,NULL
45729,3.8,3.5,3.50,3.355911,NULL
45730,4.11,4.5,4.50,4.760267,NULL
45731,2.93,4,4.00,4.148019,NULL
45732,3.81,4,4.00,4.148019,NULL
45733,4.01,4,4.00,4.148019,NULL
45734,4.14,2,2.00,1.396213,NULL
45735,4.11,4.5,4.50,4.760267,NULL
45736,1.88,4,4.00,4.148019,NULL
45737,4.3,4.5,4.50,4.760267,NULL
45738,3.26,2.5,2.50,1.685483,NULL
45739,3.69,3.5,3.50,3.355911,NULL
45740,3.67,4.5,4.50,4.760267,NULL
45741,3.67,3.5,3.50,3.355911,NULL
45742,4.29,4,4.00,4.148019,NULL
45743,3.76,4.5,4.50,4.760267,NULL
45744,3.67,4.5,4.50,4.760267,NULL
45745,4.4,3.5,3.50,3.355911,NULL
45746,4.58,3,3.00,2.367459,NULL
45747,3.8,4,4.00,4.148019,NULL
45748,3.93,4,4.00,4.148019,NULL
45749,4.07,4,4.00,4.148019,NULL
45750,4.18,3,3.00,2.367459,NULL
45751,3,2,2.00,1.396213,NULL
45752,3.22,3,3.00,2.367459,NULL
45753,3.69,4,4.00,4.148019,NULL
45754,1,3,3.00,2.367459,NULL
45755,4.19,4.5,4.50,4.760267,NULL
45756,3.06,4,4.00,4.148019,NULL
45757,3.53,4.5,4.50,4.760267,NULL
45758,4,5,5.00,4.999613,NULL
45759,4.4,4,4.00,4.148019,NULL
45760,4.29,4,4.00,4.148019,NULL
45761,4.56,3.5,3.50,3.355911,NULL
45762,3.5,4,4.00,4.148019,NULL
45763,3.84,4,4.00,4.148019,NULL
45764,3.02,4.5,4.50,4.760267,NULL
45765,3.66,3.5,3.50,3.355911,NULL
45766,3.88,4,4.00,4.148019,NULL
45767,3.58,4,4.00,4.148019,NULL
45768,4.04,4,4.00,4.148019,NULL
45769,3.52,3,3.00,2.367459,NULL
45770,4.75,4,4.00,4.148019,NULL
45771,4.38,3,3.00,2.367459,NULL
45772,3.5,3.5,3.50,3.355911,NULL
45773,3.93,4,4.00,4.148019,NULL
45774,3.82,4.5,4.50,4.760267,NULL
45775,3.55,5,5.00,4.999613,NULL
45776,4.57,3.5,3.50,3.355911,NULL
45777,3.72,3.5,3.50,3.355911,NULL
45778,4.16,4.5,4.50,4.760267,NULL
45779,3.5,4,4.00,4.148019,NULL
45780,3.63,4.5,4.50,4.760267,NULL
45781,4.19,4,4.00,4.148019,NULL
45782,4.16,3,3.00,2.367459,NULL
45783,3.56,4,4.00,4.148019,NULL
45784,3,4,4.00,4.148019,NULL
45785,3.84,4.5,4.50,4.760267,NULL
45786,3.46,3.5,3.50,3.355911,NULL
45787,2.8,4.5,4.50,4.760267,NULL
45788,3.98,4,4.00,4.148019,NULL
45789,4.39,4,4.00,4.148019,NULL
45790,4.14,4,4.00,4.148019,NULL
45791,4.8,4.5,4.50,4.760267,NULL
45792,3.83,3,3.00,2.367459,NULL
45793,4.6,4,4.00,4.148019,NULL
45794,4.05,4,4.00,4.148019,NULL
45795,4.74,4,4.00,4.148019,NULL
45796,4.25,2,2.00,1.396213,NULL
45797,3.57,4,4.00,4.148019,NULL
45798,3.65,2.5,2.50,1.685483,NULL
45799,3.95,4.5,4.50,4.760267,NULL
45800,4.8,4.5,4.50,4.760267,NULL
45801,5,3.5,3.50,3.355911,NULL
45802,3.87,4.5,4.50,4.760267,NULL
45803,3.47,4,4.00,4.148019,NULL
45804,3.52,3,3.00,2.367459,NULL
45805,3.57,4.5,4.50,4.760267,NULL
45806,4,4,4.00,4.148019,NULL
45807,4.18,4.5,4.50,4.760267,NULL
45808,3.67,4.5,4.50,4.760267,NULL
45809,4.91,4,4.00,4.148019,NULL
45810,4.8,4.5,4.50,4.760267,NULL
45811,3.84,4,4.00,4.148019,NULL
45812,4.09,4,4.00,4.148019,NULL
45813,3.71,4,4.00,4.148019,NULL
45814,3.78,4,4.00,4.148019,NULL
45815,2.52,3.5,3.50,3.355911,NULL
45816,3.8,4,4.00,4.148019,NULL
45817,3.31,3.5,3.50,3.355911,NULL
45818,3.61,3,3.00,2.367459,NULL
45819,3.93,4,4.00,4.148019,NULL
45820,3.61,4,4.00,4.148019,NULL
45821,2.59,3.5,3.50,3.355911,NULL
45822,4.08,4,4.00,4.148019,NULL
45823,5,3.5,3.50,3.355911,NULL
45824,3.95,3.5,3.50,3.355911,NULL
45825,4.11,4,4.00,4.148019,NULL
45826,3.89,4,4.00,4.148019,NULL
45827,4.11,4,4.00,4.148019,NULL
45828,3.21,3.5,3.50,3.355911,NULL
45829,1,3,3.00,2.367459,NULL
45830,4.07,4.5,4.50,4.760267,NULL
45831,3.89,4,4.00,4.148019,NULL
45832,4.02,4,4.00,4.148019,NULL
45833,4.07,3,3.00,2.367459,NULL
45834,4.21,3.5,3.50,3.355911,NULL
45835,3.72,3,3.00,2.367459,NULL
45836,2.86,3.5,3.50,3.355911,NULL
45837,2.4,3.5,3.50,3.355911,NULL
45838,3.68,4,4.00,4.148019,NULL
45839,3.88,4,4.00,4.148019,NULL
45840,2.8,3.5,3.50,3.355911,NULL
45841,4.23,3,3.00,2.367459,NULL
45842,3.04,4,4.00,4.148019,NULL
45843,3.57,2.5,2.50,1.685483,NULL
45844,3.52,4,4.00,4.148019,NULL
45845,3.62,4,4.00,4.148019,NULL
45846,3,4,4.00,4.148019,NULL
45847,4.78,4,4.00,4.148019,NULL
45848,4.14,4,4.00,4.148019,NULL
45849,3.45,3,3.00,2.367459,NULL
45850,4.5,4,4.00,4.148019,NULL
45851,3.69,3.5,3.50,3.355911,NULL
45852,3.77,3.5,3.50,3.355911,NULL
45853,3.3,4.5,4.50,4.760267,NULL
45854,4.44,4.5,4.50,4.760267,NULL
45855,3.96,3,3.00,2.367459,NULL
45856,4.27,3,3.00,2.367459,NULL
45857,3.73,4.5,4.50,4.760267,NULL
45858,4.11,4,4.00,4.148019,NULL
45859,3.94,4.5,4.50,4.760267,NULL
45860,3.52,3.5,3.50,3.355911,NULL
45861,3.98,3.5,3.50,3.355911,NULL
45862,3.17,4,4.00,4.148019,NULL
45863,4.85,4.5,4.50,4.760267,NULL
45864,3.79,3,3.00,2.367459,NULL
45865,4,4.5,4.50,4.760267,NULL
45866,4.01,2.5,2.50,1.685483,NULL
45867,2.33,4,4.00,4.148019,NULL
45868,3.92,4.5,4.50,4.760267,NULL
45869,4.15,4.5,4.50,4.760267,NULL
45870,3.28,3.5,3.50,3.355911,NULL
45871,2.93,3,3.00,2.367459,NULL
45872,3.71,4,4.00,4.148019,NULL
45873,3.6,4.5,4.50,4.760267,NULL
45874,4.06,3,3.00,2.367459,NULL
45875,3.81,4,4.00,4.148019,NULL
45876,4.38,4.5,4.50,4.760267,NULL
45877,4.14,4,4.00,4.148019,NULL
45878,4.38,4.5,4.50,4.760267,NULL
45879,3.76,4,4.00,4.148019,NULL
45880,4.01,4,4.00,4.148019,NULL
45881,2.18,4,4.00,4.148019,NULL
45882,3.53,4,4.00,4.148019,NULL
45883,3,4.5,4.50,4.760267,NULL
45884,3.53,4,4.00,4.148019,NULL
45885,3.1,4,4.00,4.148019,NULL
45886,3.36,3,3.00,2.367459,NULL
45887,3.72,4,4.00,4.148019,NULL
45888,3.47,3.5,3.50,3.355911,NULL
45889,4.22,4,4.00,4.148019,NULL
45890,4.29,4,4.00,4.148019,NULL
45891,4.18,3.5,3.50,3.355911,NULL
45892,4.06,4,4.00,4.148019,NULL
45893,3.46,3.5,3.50,3.355911,NULL
45894,3.91,4.5,4.50,4.760267,NULL
45895,4.19,4.5,4.50,4.760267,NULL
45896,4.26,4.5,4.50,4.760267,NULL
45897,3.77,3.5,3.50,3.355911,NULL
45898,4.13,4,4.00,4.148019,NULL
45899,3.5,4,4.00,4.148019,NULL
45900,4.25,2,2.00,1.396213,NULL
45901,3.58,3.5,3.50,3.355911,NULL
45902,3.86,4.5,4.50,4.760267,NULL
45903,1.57,4,4.00,4.148019,NULL
45904,3.12,2.5,2.50,1.685483,NULL
45905,3.8,3.5,3.50,3.355911,NULL
45906,3.45,4,4.00,4.148019,NULL
45907,3.38,4,4.00,4.148019,NULL
45908,3.12,4,4.00,4.148019,NULL
45909,4.03,4.5,4.50,4.760267,NULL
45910,3.24,4.5,4.50,4.760267,NULL
45911,3.46,3.5,3.50,3.355911,NULL
45912,3.43,4,4.00,4.148019,NULL
45913,3.58,4,4.00,4.148019,NULL
45914,3.36,2.5,2.50,1.685483,NULL
45915,4.04,3.5,3.50,3.355911,NULL
45916,4.9,4,4.00,4.148019,NULL
45917,4.21,3.5,3.50,3.355911,NULL
45918,3.61,3.5,3.50,3.355911,NULL
45919,3.52,4.5,4.50,4.760267,NULL
45920,3.85,3.5,3.50,3.355911,NULL
45921,3.93,3,3.00,2.367459,NULL
45922,4,4.5,4.50,4.760267,NULL
45923,4.11,3.5,3.50,3.355911,NULL
45924,4.18,3,3.00,2.367459,NULL
45925,3.39,4,4.00,4.148019,NULL
45926,4.22,4.5,4.50,4.760267,NULL
45927,4.3,4,4.00,4.148019,NULL
45928,3.86,4,4.00,4.148019,NULL
45929,3.66,4.5,4.50,4.760267,NULL
45930,4.29,3.5,3.50,3.355911,NULL
45931,2.33,4,4.00,4.148019,NULL
45932,3.47,4,4.00,4.148019,NULL
45933,3.47,3.5,3.50,3.355911,NULL
45934,3.56,4.5,4.50,4.760267,NULL
45935,4.12,4,4.00,4.148019,NULL
45936,3.84,1.5,1.50,1.131262,NULL
45937,3.73,4,4.00,4.148019,NULL
45938,1.71,4,4.00,4.148019,NULL
45939,4.22,4,4.00,4.148019,NULL
45940,4.37,4.5,4.50,4.760267,NULL
45941,3.9,4,4.00,4.148019,NULL
45942,3.52,3,3.00,2.367459,NULL
45943,4.19,3.5,3.50,3.355911,NULL
45944,4.04,4.5,4.50,4.760267,NULL
45945,5,4,4.00,4.148019,NULL
45946,4.16,4,4.00,4.148019,NULL
45947,4.58,4,4.00,4.148019,NULL
45948,3.86,3.5,3.50,3.355911,NULL
45949,4.19,3,3.00,2.367459,NULL
45950,4.17,3.5,3.50,3.355911,NULL
45951,4.28,4.5,4.50,4.760267,NULL
45952,4.15,4,4.00,4.148019,NULL
45953,5,4,4.00,4.148019,NULL
45954,3.06,4,4.00,4.148019,NULL
45955,4,2.5,2.50,1.685483,NULL
45956,3.13,4,4.00,4.148019,NULL
45957,3.77,4,4.00,4.148019,NULL
45958,3.63,3.5,3.50,3.355911,NULL
45959,4.05,4.5,4.50,4.760267,NULL
45960,3.94,3.5,3.50,3.355911,NULL
45961,3.61,3,3.00,2.367459,NULL
45962,3.69,4,4.00,4.148019,NULL
45963,3.49,4,4.00,4.148019,NULL
45964,3.95,4.5,4.50,4.760267,NULL
45965,3.78,2.5,2.50,1.685483,NULL
45966,3.67,3,3.00,2.367459,NULL
45967,4.13,3.5,3.50,3.355911,NULL
45968,3.47,4,4.00,4.148019,NULL
45969,3.36,4,4.00,4.148019,NULL
45970,3.37,4,4.00,4.148019,NULL
45971,3.92,4,4.00,4.148019,NULL
45972,4.4,3.5,3.50,3.355911,NULL
45973,2.81,4,4.00,4.148019,NULL
45974,3.95,4,4.00,4.148019,NULL
45975,3.61,3,3.00,2.367459,NULL
45976,4.6,4.5,4.50,4.760267,NULL
45977,3.2,5,5.00,4.999613,NULL
45978,4.49,4.5,4.50,4.760267,NULL
45979,3.57,4.5,4.50,4.760267,NULL
45980,3.73,3,3.00,2.367459,NULL
45981,3.76,3,3.00,2.367459,NULL
45982,4.14,4.5,4.50,4.760267,NULL
45983,4.5,4.5,4.50,4.760267,NULL
45984,4.11,3,3.00,2.367459,NULL
45985,4.29,3,3.00,2.367459,NULL
45986,3.9,4,4.00,4.148019,NULL
45987,4.27,3,3.00,2.367459,NULL
45988,3.83,3.5,3.50,3.355911,NULL
45989,3.9,4.5,4.50,4.760267,NULL
45990,3.65,3,3.00,2.367459,NULL
45991,3.75,4,4.00,4.148019,NULL
45992,4.45,4,4.00,4.148019,NULL
45993,4.1,4.5,4.50,4.760267,NULL
45994,3.57,3.5,3.50,3.355911,NULL
45995,2.74,4,4.00,4.148019,NULL
45996,4.04,4,4.00,4.148019,NULL
45997,3.64,3.5,3.50,3.355911,NULL
45998,4.23,4,4.00,4.148019,NULL
45999,3.57,1,1.00,1.000000,NULL
46000,3.59,4,4.00,4.148019,NULL
46001,4.05,4,4.00,4.148019,NULL
46002,3.6,3.5,3.50,3.355911,NULL
46003,3.88,4,4.00,4.148019,NULL
46004,4.16,4,4.00,4.148019,NULL
46005,4.52,5,5.00,4.999613,NULL
46006,4.41,4,4.00,4.148019,NULL
46007,3.19,3.5,3.50,3.355911,NULL
46008,3.76,4,4.00,4.148019,NULL
46009,4.34,3,3.00,2.367459,NULL
46010,3.77,2,2.00,1.396213,NULL
46011,3.48,3.5,3.50,3.355911,NULL
46012,3.91,4,4.00,4.148019,NULL
46013,3.25,4,4.00,4.148019,NULL
46014,3.62,4,4.00,4.148019,NULL
46015,4.33,4,4.00,4.148019,NULL
46016,3.67,4.5,4.50,4.760267,NULL
46017,3.85,4,4.00,4.148019,NULL
46018,4.16,3.5,3.50,3.355911,NULL
46019,4.24,4.5,4.50,4.760267,NULL
46020,2.72,2.5,2.50,1.685483,NULL
46021,3.86,4,4.00,4.148019,NULL
46022,5,4.5,4.50,4.760267,NULL
46023,4.2,3,3.00,2.367459,NULL
46024,4,4,4.00,4.148019,NULL
46025,4.3,4,4.00,4.148019,NULL
46026,2,3.5,3.50,3.355911,NULL
46027,4.19,4.5,4.50,4.760267,NULL
46028,3.78,4.5,4.50,4.760267,NULL
46029,5,4,4.00,4.148019,NULL
46030,4.07,4,4.00,4.148019,NULL
46031,4.05,4,4.00,4.148019,NULL
46032,5,3.5,3.50,3.355911,NULL
46033,3.53,4.5,4.50,4.760267,NULL
46034,3.74,3,3.00,2.367459,NULL
46035,3.19,4,4.00,4.148019,NULL
46036,3.9,3.5,3.50,3.355911,NULL
46037,3.92,4,4.00,4.148019,NULL
46038,3.06,4,4.00,4.148019,NULL
46039,2.66,4,4.00,4.148019,NULL
46040,3.47,4,4.00,4.148019,NULL
46041,3.41,4,4.00,4.148019,NULL
46042,3.83,3,3.00,2.367459,NULL
46043,3.89,4.5,4.50,4.760267,NULL
46044,2.75,2.5,2.50,1.685483,NULL
46045,3.45,4,4.00,4.148019,NULL
46046,5,5,5.00,4.999613,NULL
46047,3.98,4,4.00,4.148019,NULL
46048,3.85,3.5,3.50,3.355911,NULL
46049,4.73,5,5.00,4.999613,NULL
46050,3,4,4.00,4.148019,NULL
46051,3,4,4.00,4.148019,NULL
46052,4.23,4,4.00,4.148019,NULL
46053,4.69,4.5,4.50,4.760267,NULL
46054,5,4,4.00,4.148019,NULL
46055,3.73,4,4.00,4.148019,NULL
46056,3.1,2.5,2.50,1.685483,NULL
46057,4.05,4,4.00,4.148019,NULL
46058,4.03,4,4.00,4.148019,NULL
46059,4.02,3,3.00,2.367459,NULL
46060,4.5,4,4.00,4.148019,NULL
46061,4.65,4,4.00,4.148019,NULL
46062,3.33,3.5,3.50,3.355911,NULL
46063,3.92,4,4.00,4.148019,NULL
46064,5,3.5,3.50,3.355911,NULL
46065,4.79,4.5,4.50,4.760267,NULL
46066,3.87,4.5,4.50,4.760267,NULL
46067,4.19,3.5,3.50,3.355911,NULL
46068,5,4,4.00,4.148019,NULL
46069,3.86,4.5,4.50,4.760267,NULL
46070,3.64,4,4.00,4.148019,NULL
46071,4.18,3.5,3.50,3.355911,NULL
46072,5,4.5,4.50,4.760267,NULL
46073,3.84,4,4.00,4.148019,NULL
46074,3.42,4,4.00,4.148019,NULL
46075,3.35,4,4.00,4.148019,NULL
46076,3.53,4,4.00,4.148019,NULL
46077,4.14,4,4.00,4.148019,NULL
46078,4.52,4,4.00,4.148019,NULL
46079,4,4,4.00,4.148019,NULL
46080,4.01,4.5,4.50,4.760267,NULL
46081,3.55,4.5,4.50,4.760267,NULL
46082,4.11,4,4.00,4.148019,NULL
46083,3.95,4.5,4.50,4.760267,NULL
46084,3.56,4.5,4.50,4.760267,NULL
46085,5,4,4.00,4.148019,NULL
46086,4.02,4,4.00,4.148019,NULL
46087,3.9,4.5,4.50,4.760267,NULL
46088,3.68,4,4.00,4.148019,NULL
46089,4.65,4,4.00,4.148019,NULL
46090,3.85,3.5,3.50,3.355911,NULL
46091,3.95,4,4.00,4.148019,NULL
46092,4.5,4.5,4.50,4.760267,NULL
46093,4.69,4,4.00,4.148019,NULL
46094,2.38,4,4.00,4.148019,NULL
46095,4.35,4,4.00,4.148019,NULL
46096,4.07,4,4.00,4.148019,NULL
46097,3.82,4.5,4.50,4.760267,NULL
46098,3.06,3,3.00,2.367459,NULL
46099,3.64,4,4.00,4.148019,NULL
46100,4.37,4.5,4.50,4.760267,NULL
46101,4.25,4,4.00,4.148019,NULL
46102,3.98,4,4.00,4.148019,NULL
46103,3.63,4.5,4.50,4.760267,NULL
46104,3.54,4,4.00,4.148019,NULL
46105,4.28,3.5,3.50,3.355911,NULL
46106,3.58,4,4.00,4.148019,NULL
46107,3.8,4,4.00,4.148019,NULL
46108,3.61,3.5,3.50,3.355911,NULL
46109,2.63,4,4.00,4.148019,NULL
46110,4,4.5,4.50,4.760267,NULL
46111,4.95,4,4.00,4.148019,NULL
46112,4.01,3,3.00,2.367459,NULL
46113,3.54,4.5,4.50,4.760267,NULL
46114,1,3,3.00,2.367459,NULL
46115,3.85,4,4.00,4.148019,NULL
46116,3.71,2,2.00,1.396213,NULL
46117,4.19,3,3.00,2.367459,NULL
46118,3.53,3.5,3.50,3.355911,NULL
46119,4.03,3.5,3.50,3.355911,NULL
46120,4.07,3.5,3.50,3.355911,NULL
46121,3.62,3.5,3.50,3.355911,NULL
46122,4.13,4,4.00,4.148019,NULL
46123,4.67,4,4.00,4.148019,NULL
46124,3.93,4,4.00,4.148019,NULL
46125,4.18,4,4.00,4.148019,NULL
46126,4.2,3,3.00,2.367459,NULL
46127,4.07,4.5,4.50,4.760267,NULL
46128,4.08,4,4.00,4.148019,NULL
46129,3.33,3.5,3.50,3.355911,NULL
46130,3.69,2.5,2.50,1.685483,NULL
46131,3.96,4.5,4.50,4.760267,NULL
46132,3.45,4,4.00,4.148019,NULL
46133,4.78,4,4.00,4.148019,NULL
46134,3.36,3,3.00,2.367459,NULL
46135,3.9,4,4.00,4.148019,NULL
46136,4.35,4,4.00,4.148019,NULL
46137,4.29,4.5,4.50,4.760267,NULL
46138,3.63,3.5,3.50,3.355911,NULL
46139,4.5,3,3.00,2.367459,NULL
46140,3.53,4,4.00,4.148019,NULL
46141,4.65,3.5,3.50,3.355911,NULL
46142,3.78,4,4.00,4.148019,NULL
46143,4.5,4,4.00,4.148019,NULL
46144,3.87,4,4.00,4.148019,NULL
46145,4.5,4.5,4.50,4.760267,NULL
46146,4.4,4,4.00,4.148019,NULL
46147,4.45,4,4.00,4.148019,NULL
46148,3.71,4.5,4.50,4.760267,NULL
46149,4.53,4,4.00,4.148019,NULL
46150,5,4,4.00,4.148019,NULL
46151,4,3.5,3.50,3.355911,NULL
46152,3.22,4,4.00,4.148019,NULL
46153,4.85,3.5,3.50,3.355911,NULL
46154,4.23,4,4.00,4.148019,NULL
46155,2.56,4,4.00,4.148019,NULL
46156,4.26,4.5,4.50,4.760267,NULL
46157,3.97,4,4.00,4.148019,NULL
46158,4.05,4,4.00,4.148019,NULL
46159,4.34,4.5,4.50,4.760267,NULL
46160,3.68,3,3.00,2.367459,NULL
46161,3.12,3,3.00,2.367459,NULL
46162,4.19,4,4.00,4.148019,NULL
46163,2.59,4,4.00,4.148019,NULL
46164,2.83,4,4.00,4.148019,NULL
46165,4.21,4.5,4.50,4.760267,NULL
46166,4,4,4.00,4.148019,NULL
46167,4.84,4,4.00,4.148019,NULL
46168,3.7,3,3.00,2.367459,NULL
46169,3.94,4,4.00,4.148019,NULL
46170,3.8,3.5,3.50,3.355911,NULL
46171,3.86,2.5,2.50,1.685483,NULL
46172,3.84,3.5,3.50,3.355911,NULL
46173,3.87,4.5,4.50,4.760267,NULL
46174,3.86,4,4.00,4.148019,NULL
46175,4.03,4.5,4.50,4.760267,NULL
46176,4.38,4,4.00,4.148019,NULL
46177,3.34,4.5,4.50,4.760267,NULL
46178,4.24,4,4.00,4.148019,NULL
46179,3.94,4,4.00,4.148019,NULL
46180,4.1,4,4.00,4.148019,NULL
46181,3.87,3.5,3.50,3.355911,NULL
46182,3.58,4,4.00,4.148019,NULL
46183,4.25,4,4.00,4.148019,NULL
46184,3.97,4,4.00,4.148019,NULL
46185,3.62,4.5,4.50,4.760267,NULL
46186,3.85,4,4.00,4.148019,NULL
46187,4,4,4.00,4.148019,NULL
46188,4,3.5,3.50,3.355911,NULL
46189,3.4,3.5,3.50,3.355911,NULL
46190,5,5,5.00,4.999613,NULL
46191,3.88,4,4.00,4.148019,NULL
46192,3.88,4.5,4.50,4.760267,NULL
46193,3.93,4.5,4.50,4.760267,NULL
46194,4.02,3.5,3.50,3.355911,NULL
46195,3.47,4.5,4.50,4.760267,NULL
46196,4.85,4,4.00,4.148019,NULL
46197,5,3.5,3.50,3.355911,NULL
46198,2.86,3.5,3.50,3.355911,NULL
46199,3.8,4,4.00,4.148019,NULL
46200,3.72,3.5,3.50,3.355911,NULL
46201,2.82,4,4.00,4.148019,NULL
46202,4.21,3.5,3.50,3.355911,NULL
46203,3.93,4.5,4.50,4.760267,NULL
46204,3.72,4,4.00,4.148019,NULL
46205,4.65,4,4.00,4.148019,NULL
46206,4.15,4,4.00,4.148019,NULL
46207,4.14,3.5,3.50,3.355911,NULL
46208,3.76,4,4.00,4.148019,NULL
46209,3.86,4.5,4.50,4.760267,NULL
46210,3.97,4.5,4.50,4.760267,NULL
46211,4.16,4,4.00,4.148019,NULL
46212,3.68,4,4.00,4.148019,NULL
46213,4.67,3,3.00,2.367459,NULL
46214,4.04,4,4.00,4.148019,NULL
46215,4.18,2.5,2.50,1.685483,NULL
46216,4.24,4.5,4.50,4.760267,NULL
